row_index,query_gene,query_uniprot,partner_gene,partner_uniprot,class,train_17k_P_sequence,train_17k_P_accession,train_17k_P,train_31k_P_sequence,train_31k_P_accession,train_31k_P,train_U_pool_sequence,train_U_pool_accession,train_U_pool,selection_dev_legacy_P_sequence,selection_dev_legacy_P_accession,selection_dev_legacy_P,selection_dev_legacy_U_sequence,selection_dev_legacy_U_accession,selection_dev_legacy_U,selection_dev_added_P_sequence,selection_dev_added_P_accession,selection_dev_added_P,selection_dev_added_U_sequence,selection_dev_added_U_accession,selection_dev_added_U,newly_added_train_P,selected_31k_prior_pair
3128,KRAS,P01116,IP6K2,Q9UHH9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3129,KRAS,P01116,STARD13,Q9Y3M8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3130,KRAS,P01116,NAPG,Q99747,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3131,KRAS,P01116,LPAR5,Q9H1C0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3132,KRAS,P01116,ZNF805,Q5CZA5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3133,KRAS,P01116,CDCA7L,Q96GN5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3134,KRAS,P01116,OPN4,Q9UHM6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3135,KRAS,P01116,P2RX1,P51575,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3136,KRAS,P01116,ARSA,P15289,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3137,KRAS,P01116,TNFRSF21,O75509,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3138,KRAS,P01116,SMCR8,Q8TEV9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3139,KRAS,P01116,ZNF718,Q3SXZ3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3140,KRAS,P01116,KCNH5,Q8NCM2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3141,KRAS,P01116,HOXC13,P31276,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3142,KRAS,P01116,CABS1,Q96KC9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3143,KRAS,P01116,SCARB2,Q14108,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3144,KRAS,P01116,SNAPC1,Q16533,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3145,KRAS,P01116,GARS1,P41250,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3146,KRAS,P01116,MRGPRD,Q8TDS7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3147,KRAS,P01116,ACAP3,Q96P50,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3148,KRAS,P01116,SOX11,P35716,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3149,KRAS,P01116,PREPL,Q4J6C6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3150,KRAS,P01116,TIPARP,Q7Z3E1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3151,KRAS,P01116,PLPPR2,Q96GM1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3152,KRAS,P01116,HIP1R,O75146,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3153,KRAS,P01116,DEF6,Q9H4E7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3154,KRAS,P01116,FBXL17,Q9UF56,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3155,KRAS,P01116,NEURL1,O76050,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3156,KRAS,P01116,GOLGA6B,A6NDN3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3157,KRAS,P01116,STRN,O43815,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3158,KRAS,P01116,NOS1AP,O75052,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3159,KRAS,P01116,NSMCE4A,Q9NXX6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3160,KRAS,P01116,PARP15,Q460N3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3161,KRAS,P01116,NRDC,O43847,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3162,KRAS,P01116,ZNF189,O75820,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3163,KRAS,P01116,AVPR1B,P47901,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3164,KRAS,P01116,INPP5K,Q9BT40,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3165,KRAS,P01116,FAM153B,P0C7A2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3166,KRAS,P01116,KIR3DL3,Q8N743,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3167,KRAS,P01116,AIDA,Q96BJ3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3168,KRAS,P01116,DHX33,Q9H6R0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3169,KRAS,P01116,TXLNG,Q9NUQ3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3170,KRAS,P01116,GARIN1B,Q96KD3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3171,KRAS,P01116,ZKSCAN3,Q9BRR0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3172,KRAS,P01116,CLEC18A,A5D8T8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3173,KRAS,P01116,METTL15,A6NJ78,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3174,KRAS,P01116,PMPCB,O75439,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3175,KRAS,P01116,CRLF1,O75462,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3176,KRAS,P01116,OTC,P00480,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3177,KRAS,P01116,F9,P00740,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3178,KRAS,P01116,FGB,P02675,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3179,KRAS,P01116,FGG,P02679,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3180,KRAS,P01116,VTN,P04004,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3181,KRAS,P01116,PROC,P04070,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3182,KRAS,P01116,CHGB,P05060,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3183,KRAS,P01116,SERPING1,P05155,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3184,KRAS,P01116,F13B,P05160,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3185,KRAS,P01116,F7,P08709,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3186,KRAS,P01116,ACAA1,P09110,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3187,KRAS,P01116,PDIA4,P13667,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3188,KRAS,P01116,SMPD1,P17405,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3189,KRAS,P01116,CFP,P27918,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3190,KRAS,P01116,PDIA3,P30101,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3191,KRAS,P01116,MDH2,P40926,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3192,KRAS,P01116,GLUD2,P49448,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3193,KRAS,P01116,VEGFC,P49767,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3194,KRAS,P01116,TGFB2,P61812,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3195,KRAS,P01116,HTRA3,P83110,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3196,KRAS,P01116,HGFAC,Q04756,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3197,KRAS,P01116,PMPCA,Q10713,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3198,KRAS,P01116,HYAL1,Q12794,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3199,KRAS,P01116,OS9,Q13438,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3200,KRAS,P01116,PDK1,Q15118,U,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3201,KRAS,P01116,ANGPT1,Q15389,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3202,KRAS,P01116,PKDCC,Q504Y2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3203,KRAS,P01116,ACSM3,Q53FZ2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
